3179,2512351.000000
3189,2496391.000000
1177,338503.000000
3664,3411757.000000
4588,5226046.000000
3495,3020476.000000
5003,6248103.000000
8931,20320900.000000
433,43053.000000
6904,11912284.000000
5559,7788935.000000
3978,4056002.000000
8043,16260747.000000
7516,14058873.000000
1500,554386.000000
1716,739834.000000
6739,11253387.000000
8431,17868631.000000
6541,10741821.000000
8823,19577884.000000
8265,16866612.000000
7350,13539036.000000
759,147778.000000
9199,21267030.000000
1849,859107.000000
9019,20264465.000000
9327,21872802.000000
5838,8624407.000000
1953,953063.000000
800,155818.000000
6865,11980413.000000
5701,8100192.000000
2982,2262650.000000
6859,11793906.000000
5494,7590540.000000
2905,2075939.000000
6974,12182992.000000
8498,18344076.000000
2748,1843774.000000
2827,2013292.000000
7904,15615835.000000
8556,18484818.000000
5181,6781281.000000
1559,606303.000000
2488,1551267.000000
7578,14428129.000000
5128,6642120.000000
5779,8286105.000000
1996,989406.000000
6233,9701357.000000
6377,10413396.000000
8206,16831942.000000
7919,15665230.000000
5797,8426354.000000
1886,885891.000000
7389,13670932.000000
7893,15492310.000000
478,58992.000000
7463,13948099.000000
5896,8626613.000000
131,3728.000000
7371,13543075.000000
8585,18377981.000000
7571,14335635.000000
42,484.000000
1049,264319.000000
8831,19401170.000000
6070,9227433.000000
5391,7289597.000000
755,143016.000000
2585,1653392.000000
6718,11408981.000000
5955,8785176.000000
9900,24552537.000000
7895,15634368.000000
1892,893578.000000
9207,21223411.000000
2675,1773811.000000
5702,8147336.000000
897,211647.000000
985,247810.000000
1224,383220.000000
5337,7114207.000000
6062,9143903.000000
4909,6051685.000000
923,205740.000000
7715,14902491.000000
2431,1482424.000000
230,13356.000000
2433,1495649.000000
8011,15940735.000000
2748,1865582.000000
1068,283688.000000
9056,20591395.000000
3039,2344280.000000
6350,10209733.000000
8676,18800335.000000
5216,6806765.000000
5022,6242093.000000
6741,11357988.000000
5783,8350832.000000
8581,18282497.000000
5891,8760821.000000
5974,8861904.000000
6055,9197406.000000
8594,18645270.000000
944,229416.000000
7065,12436082.000000
3086,2382731.000000
8875,19333348.000000
3881,3736551.000000
2118,1120619.000000
4679,5441863.000000
1667,695210.000000
7778,15090505.000000
7826,15369021.000000
8747,19272223.000000
5889,8773539.000000
7917,15741755.000000
2810,1967752.000000
3642,3306686.000000
3565,3253412.000000
3547,3201973.000000
9911,24474544.000000
5898,8695716.000000
763,141115.000000
9882,24356031.000000
3213,2530340.000000
8606,18452721.000000
5770,8412158.000000
9597,22804621.000000
4276,4480103.000000
7709,14716704.000000
5561,7665297.000000
6613,10978424.000000
7832,15344893.000000
5157,6559139.000000
1460,518237.000000
2204,1219449.000000
6195,9636486.000000
393,39821.000000
7549,14362470.000000
6309,10102735.000000
8169,16691028.000000
7966,15794068.000000
8355,17381018.000000
7841,15354932.000000
9928,24542240.000000
6275,9759228.000000
9743,23816152.000000
4304,4620799.000000
3197,2468047.000000
499,64708.000000
7226,13040470.000000
7763,15109755.000000
8818,19169103.000000
1590,650009.000000
2118,1106868.000000
9400,22146341.000000
6673,11157758.000000
1057,275255.000000
9999,24904795.000000
6397,10294330.000000
154,6234.000000
1025,265498.000000
2507,1548560.000000
290,20519.000000
3215,2545902.000000
3868,3735849.000000
216,12077.000000
3129,2415008.000000
7242,13036409.000000
9259,21556345.000000
1795,818068.000000
2695,1819926.000000
2252,1270113.000000
5077,6520886.000000
3546,3192715.000000
3534,3173635.000000
5869,8656077.000000
